Naam,Pesar,Dokhtar,Rate
گوهرسان,,1.0,بسيار نادر
گوهرشاد,,1.0,معمولي
گوهرشيد,,1.0,معمولي
گوهرفشان,,1.0,بسيار نادر
گوهرملك,,1.0,بسيار نادر
گوهرناز,,1.0,معمولي
گوهرنگار,,1.0,بسيار نادر
گوهره,,1.0,معمولي
گوهرين,,1.0,بسيار نادر
گهار,1.0,,بسيار نادر
گهر,,1.0,بسيار نادر
گهربانو,,1.0,معمولي
گهرچهر,,1.0,معمولي
گهردخت,,1.0,بسيار نادر
گهرناز,,1.0,بسيار نادر
گهرنگار,,1.0,بسيار نادر
گيتا,,1.0,معمولي
گيتي,,1.0,معمولي
گيتي ناز,,1.0,معمولي
گيسو,,1.0,معمولي
گيسيا,,1.0,بسيار نادر
گيل,1.0,,بسيار نادر
گيلار,,1.0,معمولي
گيلاكو,,1.0,بسيار نادر
گيلانا,,1.0,بسيار نادر
گيلدا,,1.0,بسيار نادر
گيلنار,,1.0,معمولي
گيلو,1.0,,بسيار نادر
گيلوا,,1.0,بسيار نادر
گيو,1.0,,بسيار نادر
گيهان,,1.0,بسيار نادر
لَچَك,,1.0,بسيار نادر
لابان,1.0,,بسيار نادر
لاچين,,1.0,بسيار نادر
لادبن,,1.0,بسيار نادر
لادن,,1.0,بسيار نادر
لار,1.0,1.0,بسيار نادر
لارما,1.0,1.0,بسيار نادر
لاريسا,,1.0,بسيار نادر
لاله,,1.0,معمولي
لاله چهر,,1.0,بسيار نادر
لاله دخت,,1.0,بسيار نادر
لاله رخ,,1.0,بسيار نادر
لاله رخسار,,1.0,بسيار نادر
لاله رو,,1.0,بسيار نادر
لاله زار,,1.0,بسيار نادر
لاله گون,,1.0,بسيار نادر
لاله وش,,1.0,بسيار نادر
لاميا,,1.0,بسيار نادر
لاوان,1.0,,بسيار نادر
لاون,,1.0,بسيار نادر
لاوين,1.0,,بسيار نادر
لايه,,1.0,بسيار نادر
لبخند,,1.0,معمولي
لبخنده,,1.0,بسيار نادر
لبيب,1.0,,بسيار نادر
لبينا,,1.0,بسيار نادر
لتكا,,1.0,بسيار نادر
لسان الدين,1.0,,معمولي
لطف الدين,1.0,,معمولي
لطف الله,1.0,,معمولي
لطفعلي,1.0,,معمولي
لطيف,1.0,,بسيار نادر
لطيفه,,1.0,معمولي
لعبت,,1.0,معمولي
لعل,,1.0,بسيار نادر
لعيا,,1.0,معمولي
لقمان,1.0,,معمولي
لميا,,1.0,بسيار نادر
لميس,,1.0,بسيار نادر
لنا,1.0,,معمولي
لنبك,1.0,,بسيار نادر
لنيا,,1.0,بسيار نادر
لواده,1.0,,بسيار نادر
لورا,,1.0,معمولي
لهاك,1.0,,بسيار نادر
لهراسب,1.0,,معمولي
لهراسپ,1.0,,معمولي
لؤلؤ,,1.0,معمولي
ليا,,1.0,بسيار نادر
ليالي,,1.0,معمولي
ليان,,1.0,معمولي
ليبرا,1.0,1.0,بسيار نادر
ليبه,,1.0,بسيار نادر
ليث,1.0,,معمولي
ليدا,,1.0,معمولي
ليزا,,1.0,معمولي
ليسا,,1.0,بسيار نادر
ليلا,,1.0,پركاربرد
ليلي,,1.0,معمولي
ليليا,1.0,1.0,معمولي
ليليان,,1.0,بسيار نادر
ليمو,,1.0,بسيار نادر
لينا,,1.0,معمولي
ليندا,,1.0,معمولي
ليو,,1.0,بسيار نادر
ليوه,1.0,,بسيار نادر
لئا,,1.0,بسيار نادر
مَشيانه,,1.0,بسيار نادر
مِهراب,1.0,,بسيار نادر
ماتيار,1.0,,بسيار نادر
ماتيسا,,1.0,بسيار نادر
ماتيكان,1.0,,بسيار نادر
ماتينا,,1.0,بسيار نادر
ماجان,,1.0,بسيار نادر
ماجد,1.0,,بسيار نادر
ماجده,,1.0,معمولي
ماحوز,1.0,,بسيار نادر
ماخ,1.0,,بسيار نادر
ماديا,,1.0,معمولي
ماديس,1.0,,بسيار نادر
ماراسپند,1.0,,بسيار نادر
ماراسفند,1.0,,بسيار نادر
مارال,,1.0,معمولي
مارتا,,1.0,بسيار نادر
مارتيك,1.0,,بسيار نادر
مارتين,1.0,,بسيار نادر
ماردين,1.0,,بسيار نادر
مارگاريتا,,1.0,بسيار نادر
مارگريت,,1.0,بسيار نادر
مارلين,,1.0,معمولي
ماروسپند,1.0,,بسيار نادر
ماري,,1.0,بسيار نادر
ماريا,,1.0,معمولي
ماريان,,1.0,معمولي
مارينا,,1.0,بسيار نادر
ماريه,,1.0,بسيار نادر
مازار,1.0,,بسيار نادر
مازنه,1.0,,بسيار نادر
مازيار,1.0,,معمولي
ماسا,,1.0,بسيار نادر
ماسيس,1.0,1.0,بسيار نادر
ماشاءالله,1.0,,معمولي
ماشگانا,,1.0,بسيار نادر
ماكان,1.0,,بسيار نادر
ماگنوليا,,1.0,معمولي
مالك,1.0,,معمولي
مالكه,,1.0,بسيار نادر
مامك,,1.0,بسيار نادر
مامو,,1.0,بسيار نادر
ماميثا,,1.0,بسيار نادر
مانا,1.0,1.0,معمولي
ماناسه,1.0,,بسيار نادر
ماناي,1.0,,بسيار نادر
مانترَه,,1.0,بسيار نادر
مانترا,,1.0,معمولي
ماندا,1.0,,معمولي
ماندان,,1.0,بسيار نادر
ماندانا,,1.0,معمولي
ماندگار,1.0,,معمولي
ماندوي,,1.0,بسيار نادر
مانك,,1.0,بسيار نادر
مانگ,,1.0,بسيار نادر
مانلي,1.0,1.0,بسيار نادر
مانند,,1.0,بسيار نادر
مانوش,1.0,,معمولي
مانوشا,,1.0,معمولي
مانوشاك,,1.0,بسيار نادر
مانه,,1.0,معمولي
ماني,1.0,1.0,پركاربرد
مانيا,1.0,1.0,معمولي
مانيان,,1.0,بسيار نادر
مانيوك,,1.0,بسيار نادر
ماورد,,1.0,بسيار نادر
ماونداد,1.0,,بسيار نادر
ماه آذر,1.0,1.0,بسيار نادر
ماه آفريد,,1.0,بسيار نادر
ماه آفرين,,1.0,بسيار نادر
ماه بانو,,1.0,معمولي
ماه برزين,1.0,,بسيار نادر
ماه بنداد,1.0,,بسيار نادر
ماه به,,1.0,بسيار نادر
ماه بي بي,,1.0,بسيار نادر
ماه پرن,,1.0,معمولي
ماه پري,,1.0,معمولي
ماه پيكر,,1.0,بسيار نادر
ماه تابان,,1.0,بسيار نادر
ماه جبين,,1.0,بسيار نادر
ماه جهان,,1.0,بسيار نادر
ماه چهره,,1.0,بسيار نادر
ماه خاتون,,1.0,بسيار نادر
ماه خانم,,1.0,بسيار نادر
ماه خداي,,1.0,بسيار نادر
ماه رخسار,,1.0,بسيار نادر
ماه روي,,1.0,بسيار نادر
ماه زيور,,1.0,بسيار نادر
ماه سيما,,1.0,معمولي
ماه شاد,,1.0,بسيار نادر
ماه شيد,,1.0,بسيار نادر
ماه صنم,,1.0,بسيار نادر
ماه طلعت,,1.0,بسيار نادر
ماه فرزين,1.0,,بسيار نادر
ماه گشسپ,1.0,,بسيار نادر
ماه لقا,,1.0,معمولي
ماه منظر,,1.0,معمولي
ماه منير,,1.0,معمولي
ماه مهر,1.0,,بسيار نادر
ماه نسا,,1.0,بسيار نادر
ماهان,1.0,,پركاربرد
ماهانداد,1.0,,بسيار نادر
ماهانه,,1.0,بسيار نادر
ماهايا,,1.0,بسيار نادر
ماهبد,,1.0,بسيار نادر
ماهپاره,,1.0,بسيار نادر
ماهتا,,1.0,بسيار نادر
ماهتاب,,1.0,معمولي
ماهتاج,,1.0,معمولي
ماهتيسا,,1.0,بسيار نادر
ماهچهر,,1.0,معمولي
ماهد,1.0,,بسيار نادر
ماهداد,1.0,,معمولي
ماهدخت,,1.0,بسيار نادر
ماهديس,,1.0,معمولي
ماهر,1.0,,بسيار نادر
ماهرخ,,1.0,معمولي
ماهرو,,1.0,معمولي
ماهزاد,,1.0,معمولي
ماهك,,1.0,بسيار نادر
ماهكان,,1.0,بسيار نادر
ماهگل,,1.0,معمولي
ماهناز,,1.0,معمولي
ماهناك,,1.0,بسيار نادر
ماهنوش,,1.0,معمولي
ماهني,,1.0,بسيار نادر
ماهو,1.0,,بسيار نادر
ماهوار,1.0,1.0,بسيار نادر
ماهور,,1.0,بسيار نادر
ماهوش,,1.0,معمولي
ماهونداد,1.0,,بسيار نادر
ماهويه,,1.0,بسيار نادر
ماهي,,1.0,معمولي
ماهيار,1.0,,بسيار نادر
ماهين,,1.0,بسيار نادر
مايا,,1.0,معمولي
مائده,,1.0,پركاربرد
مأمون,1.0,,بسيار نادر
مبارزالدين,1.0,,بسيار نادر
مبارك,1.0,,معمولي
مباركه,,1.0,معمولي
مبين,1.0,,پركاربرد
مبينا,,1.0,پركاربرد
متي,1.0,,بسيار نادر
متين,1.0,,پركاربرد
متينه,,1.0,معمولي
مجتبي,1.0,,پركاربرد
مجد,1.0,,معمولي
مجدالدين,1.0,,معمولي
مجدود,1.0,,بسيار نادر
مجذوب,,1.0,بسيار نادر
مجيد,1.0,,معمولي
مجير,1.0,,معمولي
مجيرالدين,1.0,,بسيار نادر
محب الدين,1.0,,معمولي
محبت,,1.0,معمولي
محبوب,,1.0,معمولي
محبوبه,,1.0,معمولي
محترم,,1.0,معمولي
محتشم,1.0,,معمولي
محدث,1.0,,معمولي
محدثه,,1.0,پركاربرد
محراب,1.0,,معمولي
محرم,1.0,,معمولي
محسن,1.0,,پركاربرد
محسنه,,1.0,معمولي
محمد,1.0,,پركاربرد
محمد صالح,1.0,,معمولي
محمد كيا,1.0,,معمولي
محمد هادي,1.0,,معمولي
محمدامين,1.0,,پركاربرد
محمدآئين,1.0,,معمولي
محمدپارسا,1.0,,پركاربرد
محمدجواد,1.0,,پركاربرد
محمدحسين,1.0,,پركاربرد
محمدرضا,1.0,,پركاربرد
محمدطاها,1.0,,پركاربرد
محمدعباس,1.0,,معمولي
محمدعلي,1.0,,پركاربرد
محمدمتين,1.0,,پركاربرد
محمدمهدي,1.0,,پركاربرد
محمديار,1.0,,معمولي
محمدياسين,1.0,,پركاربرد
محمود,1.0,,معمولي
محنا,,1.0,معمولي
محي الدين,1.0,,معمولي
محيا,,1.0,پركاربرد
محيصا,,1.0,معمولي
محيط,1.0,,معمولي
محيي,1.0,,معمولي
مختار,1.0,,معمولي
مخمل,,1.0,معمولي
مدريك,1.0,,بسيار نادر
مديا,,1.0,بسيار نادر
مديسه,,1.0,معمولي
مدينه,,1.0,معمولي
مديوماه,1.0,,بسيار نادر
مراد,1.0,,معمولي
مرتضي,1.0,,پركاربرد
مرجان,,1.0,معمولي
مرجانه,,1.0,بسيار نادر
مرجون,,1.0,بسيار نادر
مرحان,,1.0,بسيار نادر
مرحمت,,1.0,معمولي
مرداس,1.0,,بسيار نادر
مردافكن,1.0,,بسيار نادر
مردان شه,1.0,,بسيار نادر
مرداويج,1.0,,بسيار نادر
مردآوند,,1.0,بسيار نادر
مردو,1.0,,بسيار نادر
مرسا,1.0,,معمولي
مرسده,,1.0,معمولي
مرسل,1.0,,معمولي
مرسيا,,1.0,معمولي
مرشد,1.0,,معمولي
مرصاد,1.0,,معمولي
مرصع,,1.0,معمولي
مرضيه,,1.0,پركاربرد
مرمر,,1.0,معمولي
مرمرين,,1.0,بسيار نادر
مروا,,1.0,معمولي
مرواريد,,1.0,معمولي
مروان,1.0,,بسيار نادر
مروانه,,1.0,بسيار نادر
مريس,,1.0,بسيار نادر
مريم,,1.0,پركاربرد
مزدا,1.0,,بسيار نادر
مزدك,1.0,,بسيار نادر
مژان,,1.0,بسيار نادر
مژده,,1.0,بسيار نادر
مژگان,,1.0,بسيار نادر
مسباد,1.0,,بسيار نادر
مستانه,,1.0,بسيار نادر
مستوره,,1.0,معمولي
مسرور,1.0,1.0,معمولي
مسعود,1.0,,معمولي
مسلم,1.0,,معمولي
مسلمه,,1.0,معمولي
مسيب,1.0,,معمولي
مسيح,1.0,,معمولي
مسيحا,1.0,1.0,معمولي
مشتاق,1.0,,معمولي
مشرف,1.0,,معمولي
مشرف الدين,1.0,,معمولي
مشك,,1.0,معمولي
مشكات,1.0,1.0,معمولي
مشكان,1.0,,معمولي
مشكاه,,1.0,معمولي
مشكدانه,,1.0,بسيار نادر
مشكناز,,1.0,معمولي
مشكنك,,1.0,بسيار نادر
مشكين,,1.0,معمولي
مشهود,1.0,,معمولي
مشهور,1.0,,معمولي
مشي,1.0,,بسيار نادر
مشيا,1.0,,معمولي
مشيت,1.0,,بسيار نادر
مشيد,1.0,,بسيار نادر
مشير,1.0,,معمولي
مشيرالدين,1.0,,معمولي
مشيما,,1.0,بسيار نادر
مصباح,1.0,,معمولي
مصطفي,1.0,,پركاربرد
مصفا,1.0,,معمولي
مصلح,1.0,,معمولي
مصلح الدين,1.0,,معمولي
مصيب,1.0,,معمولي
مطهر,1.0,,معمولي
مطهره,,1.0,معمولي
مطيب,1.0,,معمولي
مطيع الله,1.0,,معمولي
مظاهر,1.0,,معمولي
مظفر,1.0,,معمولي
مظفرالدين,1.0,,معمولي
مظفرعلي,1.0,,معمولي
مظهر,1.0,,معمولي
معاد,1.0,,بسيار نادر
معتصم,1.0,,معمولي
معتضد,1.0,,معمولي
معتقد,1.0,,معمولي
معتمد,1.0,,معمولي
معراج,1.0,,معمولي
معزالدين,1.0,,معمولي
معصوم,1.0,1.0,معمولي
معصومه,,1.0,پركاربرد
معطي,1.0,,معمولي
معظمه,,1.0,معمولي
معمر,1.0,,بسيار نادر
معيد,1.0,,بسيار نادر
معين,1.0,,معمولي
معين الدين,1.0,,بسيار نادر
مقبل,1.0,,بسيار نادر
مقبله,,1.0,بسيار نادر
مقتدر,1.0,,معمولي
مقداد,1.0,,معمولي
مقدسه,,1.0,معمولي
مقصد,1.0,,بسيار نادر
مقصود,1.0,,معمولي
مقصوده,,1.0,معمولي
مقيما,1.0,,بسيار نادر
مكابيز,1.0,,بسيار نادر
مكرمه,,1.0,معمولي
مكينا,,1.0,معمولي
مكيناس,,1.0,بسيار نادر
مكيه,,1.0,معمولي
مگابيز,1.0,,بسيار نادر
ملاحت,,1.0,معمولي
ملك,,1.0,معمولي
ملك بانو,,1.0,معمولي
ملك تاج,,1.0,بسيار نادر
ملك ناز,,1.0,معمولي
ملكا,1.0,,معمولي
ملكان,1.0,,بسيار نادر
ملكه,,1.0,بسيار نادر
ملورين,,1.0,معمولي
ملوس,,1.0,بسيار نادر
ملوك,,1.0,بسيار نادر
مليحه,,1.0,معمولي
مليسا,,1.0,معمولي
مليكا,,1.0,پركاربرد
مليكه,,1.0,معمولي
مليله,,1.0,معمولي
ملينا,,1.0,معمولي
منا,,1.0,معمولي
منال,,1.0,معمولي
منجوق,,1.0,بسيار نادر
منجيك,1.0,,بسيار نادر
مندا,1.0,,بسيار نادر
مندي,1.0,,بسيار نادر
منذر,1.0,,معمولي
منشور,1.0,,بسيار نادر
منصور,1.0,,معمولي
منصوره,,1.0,معمولي
منظر,,1.0,بسيار نادر
منوچهر,1.0,,معمولي
منوره,,1.0,معمولي
منوش,1.0,,معمولي
منوشان,1.0,,بسيار نادر
منوشچهر,1.0,,بسيار نادر
منوشفر,1.0,,بسيار نادر
منير,,1.0,معمولي
منيره,,1.0,معمولي
منيژه,,1.0,معمولي
مورد,,1.0,بسيار نادر
موژان,,1.0,معمولي
موسي,1.0,,معمولي
موشا,1.0,,بسيار نادر
موكا,,1.0,بسيار نادر
مولود,,1.0,بسيار نادر
مونا,,1.0,معمولي
مونجوق,,1.0,بسيار نادر
مونس,,1.0,معمولي
مونيكا,,1.0,معمولي
مويز,1.0,,بسيار نادر
مه پاره,,1.0,معمولي
مه پيكر,,1.0,بسيار نادر
مه جبين,,1.0,بسيار نادر
مه زاد,1.0,1.0,بسيار نادر
مه سيما,,1.0,معمولي
مه فروز,,1.0,بسيار نادر
مه فروغ,,1.0,معمولي
مه گل,,1.0,معمولي
مه لقا,,1.0,معمولي
مه ياس,,1.0,بسيار نادر
مها,,1.0,معمولي
مهابت,1.0,,بسيار نادر
مهام,1.0,,بسيار نادر
مهان,1.0,,بسيار نادر
مهبا,,1.0,بسيار نادر
مهباد,1.0,,بسيار نادر
مهبان,,1.0,بسيار نادر
مهبد,1.0,,معمولي
مهبود,1.0,,معمولي
مهتا,,1.0,معمولي
مهتاب,,1.0,معمولي
مهتاج,,1.0,معمولي
مهترا,,1.0,بسيار نادر
مهدا,,1.0,بسيار نادر
مهداد,1.0,,معمولي
مهدخت,,1.0,بسيار نادر
مهدي,1.0,,پركاربرد
مهديا,,1.0,معمولي
مهديار,1.0,,معمولي
مهديس,,1.0,پركاربرد
مهديسا,,1.0,معمولي
مهديسه,1.0,1.0,معمولي
مهديه,,1.0,پركاربرد
مهذب الدين,1.0,,بسيار نادر
مهر,,1.0,معمولي
مهر آريا,,1.0,بسيار نادر
مهر آئين,,1.0,بسيار نادر
مهر رخسار,,1.0,بسيار نادر
مهرا,,1.0,بسيار نادر
مهراج,1.0,,بسيار نادر
مهراد,1.0,,بسيار نادر
مهراز,1.0,,بسيار نادر
مهراس,1.0,,بسيار نادر
مهراسا,,1.0,بسيار نادر
مهراسپند,1.0,,بسيار نادر
مهرافروز,,1.0,بسيار نادر
مهرافزا,,1.0,بسيار نادر
مهرافزون,,1.0,بسيار نادر
مهرافشان,,1.0,بسيار نادر
مهرام,1.0,,معمولي
مهران,1.0,,پركاربرد
مهران ستاد,1.0,,بسيار نادر
مهرانا,,1.0,معمولي
مهرانديش,,1.0,معمولي
مهرانگيز,,1.0,معمولي
مهرانه,,1.0,بسيار نادر
مهراوه,,1.0,معمولي
مهرآذر,,1.0,بسيار نادر
مهرآذين,,1.0,بسيار نادر
مهرآزاد,1.0,,بسيار نادر
مهرآسا,,1.0,بسيار نادر
مهرآفريد,,1.0,بسيار نادر
مهرآگين,,1.0,بسيار نادر
مهرآميز,,1.0,بسيار نادر
مهرآور,,1.0,بسيار نادر
مهربُرزين,1.0,,بسيار نادر
مهربان,1.0,1.0,معمولي
مهربانو,,1.0,معمولي
مهربد,1.0,,معمولي
مهربنداد,1.0,,بسيار نادر
مهرپرور,1.0,,معمولي
مهرپوي,1.0,,بسيار نادر
مهرپويا,1.0,,بسيار نادر
مهرپيكر,1.0,,بسيار نادر
مهرتا,,1.0,بسيار نادر
مهرتاب,,1.0,معمولي
مهرتاش,1.0,,معمولي
مهرجو,1.0,,بسيار نادر
مهرچهر,,1.0,بسيار نادر
مهرچين,,1.0,بسيار نادر
مهرخ,,1.0,معمولي
مهرداد,1.0,,بسيار نادر
مهردار,1.0,,بسيار نادر
مهردخت,,1.0,بسيار نادر
مهرديس,,1.0,معمولي
مهرزاد,1.0,1.0,بسيار نادر
مهرسا,,1.0,بسيار نادر
مهرسام,1.0,,بسيار نادر
مهرشاد,1.0,,معمولي
مهرشيد,,1.0,معمولي
مهرك,1.0,1.0,بسيار نادر
مهركيش,,1.0,بسيار نادر
مهرگان,1.0,1.0,بسيار نادر
مهرگل,,1.0,بسيار نادر
مهرمَس,1.0,,بسيار نادر
مهرماه,1.0,,بسيار نادر
مهرمنير,,1.0,بسيار نادر
مهرناز,,1.0,معمولي
مهرنرسه,1.0,,بسيار نادر
مهرنسا,,1.0,بسيار نادر
مهرنگ,1.0,1.0,بسيار نادر
مهرنگار,,1.0,بسيار نادر
مهرنواز,,1.0,معمولي
مهرنوش,1.0,1.0,معمولي
مهرنيا,1.0,,بسيار نادر
مهرو,,1.0,معمولي
مهروز,,1.0,معمولي
مهروش,,1.0,معمولي
مهروي,,1.0,معمولي
مهري,,1.0,بسيار نادر
مهرياد,1.0,,بسيار نادر
مهريار,1.0,,معمولي
مهريز,,1.0,بسيار نادر
مهريماه,,1.0,بسيار نادر
مهرين,1.0,1.0,بسيار نادر
مهزيار,1.0,,معمولي
مهسا,,1.0,پركاربرد
مهسان,,1.0,معمولي
مهسانه,,1.0,بسيار نادر
مهست,1.0,,بسيار نادر
مهستا,,1.0,معمولي
مهستي,,1.0,معمولي
مهشاد,,1.0,معمولي
مهشيد,,1.0,پركاربرد
مهفام,,1.0,بسيار نادر
مهكامه,,1.0,معمولي
مهكيا,1.0,1.0,معمولي
مهلا,,1.0,پركاربرد
مهنا,,1.0,معمولي
مهناز,,1.0,معمولي
مهنام,1.0,,معمولي
مهند,1.0,,معمولي
مهنور,,1.0,بسيار نادر
مهنوش,,1.0,معمولي
مهنيا,,1.0,معمولي
مهوش,,1.0,معمولي
مهيا,,1.0,معمولي
مهياد,1.0,,بسيار نادر
مهيار,1.0,,معمولي
مهياره,,1.0,بسيار نادر
مهيتا,,1.0,بسيار نادر
مهيره,,1.0,بسيار نادر
مهيمنه,,1.0,بسيار نادر
مهين,,1.0,معمولي
مهين دخت,,1.0,معمولي
ميترا,,1.0,معمولي
ميثاق,1.0,,معمولي
ميثم,1.0,,معمولي
ميچكا,,1.0,معمولي
ميحاد,1.0,,بسيار نادر
ميخائيل,1.0,,بسيار نادر
ميخك,,1.0,بسيار نادر
ميران,1.0,,بسيار نادر
ميرانه,,1.0,بسيار نادر
ميرتو,,1.0,بسيار نادر
ميرو,1.0,,بسيار نادر
ميريام,,1.0,بسيار نادر
ميرين,1.0,,بسيار نادر
ميسا,,1.0,معمولي
ميسان,,1.0,بسيار نادر
ميشا,1.0,1.0,بسيار نادر
ميشان,1.0,,بسيار نادر
ميشانه,,1.0,بسيار نادر
ميشكا,,1.0,معمولي
ميشواك,1.0,,بسيار نادر
ميشه,1.0,,بسيار نادر
ميشي,,1.0,بسيار نادر
ميعاد,1.0,,معمولي
ميكاييل,1.0,,معمولي
ميكائيل,1.0,,معمولي
ميكسا,1.0,,بسيار نادر
ميگل,,1.0,بسيار نادر
ميلا,,1.0,بسيار نادر
ميلاد,1.0,,پركاربرد
ميلان,1.0,,بسيار نادر
ميلانا,,1.0,معمولي
ميمنت,,1.0,معمولي
مينا,,1.0,پركاربرد
ميناز,,1.0,معمولي
مينو,,1.0,معمولي
مينوچهر,,1.0,معمولي
مينورام,,1.0,بسيار نادر
مينورخ,,1.0,بسيار نادر
مينوزاد,,1.0,بسيار نادر
مينوس,1.0,,بسيار نادر
مينوسرشت,,1.0,بسيار نادر
مينوش,,1.0,معمولي
مينووش,,1.0,بسيار نادر
ميهن,,1.0,بسيار نادر
ميهن بانو,,1.0,بسيار نادر
ميهن تاج,,1.0,بسيار نادر
ميهن دخت,,1.0,بسيار نادر
ميهن يار,1.0,,بسيار نادر
نَستور,1.0,,بسيار نادر
ناتاشا,,1.0,معمولي
نادر,1.0,,معمولي
نادره,,1.0,معمولي
نادره گفتار,,1.0,بسيار نادر
نادعلي,1.0,,بسيار نادر
نادي,,1.0,معمولي
ناديا,,1.0,معمولي
نادين,1.0,1.0,معمولي
نادينوس,1.0,,بسيار نادر
ناديه,,1.0,معمولي
ناراين,,1.0,بسيار نادر
ناربن,,1.0,معمولي
ناردانا,,1.0,بسيار نادر
ناردانه,,1.0,بسيار نادر
ناردخت,,1.0,بسيار نادر
نارديس,,1.0,معمولي
نارسيس,,1.0,معمولي
نارگل,,1.0,بسيار نادر
نارگون,,1.0,بسيار نادر
نارملا,,1.0,بسيار نادر
نارميلا,,1.0,معمولي
نارنج,,1.0,معمولي
نارو,,1.0,بسيار نادر
نارون,1.0,1.0,معمولي
ناريا,,1.0,معمولي
ناريكا,,1.0,بسيار نادر
نارين,,1.0,معمولي
نارينا,,1.0,معمولي
نارينه,,1.0,بسيار نادر
ناريه,,1.0,معمولي
ناز,,1.0,معمولي
نازان,,1.0,بسيار نادر
نازانتا,,1.0,بسيار نادر
نازآفريد,,1.0,بسيار نادر
نازآفرين,,1.0,بسيار نادر
نازبانو,,1.0,بسيار نادر
نازبو,,1.0,بسيار نادر
نازپرور,,1.0,معمولي
نازپري,,1.0,معمولي
نازجهان,,1.0,بسيار نادر
نازخاتون,,1.0,معمولي
نازدانه,,1.0,معمولي
نازدخت,,1.0,بسيار نادر
نازدلبر,,1.0,بسيار نادر
نازرخ,,1.0,معمولي
نازك,,1.0,بسيار نادر
نازگل,,1.0,معمولي
نازگوهر,,1.0,بسيار نادر
نازگيتي,,1.0,بسيار نادر
نازلي,,1.0,معمولي
نازمهر,,1.0,بسيار نادر
نازنوش,,1.0,بسيار نادر
نازنين,,1.0,پركاربرد
نازنين چهر,,1.0,بسيار نادر
نازنين زهرا,,1.0,پركاربرد
نازي,,1.0,بسيار نادر
نازياب,,1.0,بسيار نادر
نازيار,,1.0,بسيار نادر
نازيتا,,1.0,بسيار نادر
نازيك,,1.0,بسيار نادر
نازيلا,,1.0,معمولي
نازينه,,1.0,بسيار نادر
ناژين,,1.0,معمولي
ناشا,1.0,,معمولي
ناصح الدين,1.0,,بسيار نادر
ناصر,1.0,,معمولي
ناصرالدين,1.0,,بسيار نادر
ناضر,1.0,,بسيار نادر
ناظم,1.0,,معمولي
نافه,,1.0,معمولي
ناكتا,,1.0,بسيار نادر
نامجو,1.0,,معمولي
نامدار,1.0,,معمولي
نامور,1.0,,معمولي
نامي,1.0,,معمولي
نانا,,1.0,بسيار نادر
نانسي,,1.0,معمولي
نانيسا,,1.0,معمولي
ناوَرز,1.0,,بسيار نادر
ناوه,,1.0,بسيار نادر
ناهيد,,1.0,معمولي
ناهيرا,1.0,,بسيار نادر
نايب,1.0,,بسيار نادر
نايريكا,,1.0,بسيار نادر
نائله,,1.0,بسيار نادر
نائيريكا,,1.0,بسيار نادر
نبات,,1.0,معمولي
نبرزين,1.0,,بسيار نادر
نبوت,1.0,,بسيار نادر
نبي,1.0,,بسيار نادر
نجات,1.0,,معمولي
نجات الله,1.0,,معمولي
نجف,1.0,,بسيار نادر
نجلا,,1.0,معمولي
نجم,,1.0,معمولي
نجم الدين,1.0,,معمولي
نجمه,,1.0,معمولي
نجوا,,1.0,معمولي
نجيب,1.0,,معمولي
نجيب الدين,1.0,,معمولي
نجيبه,,1.0,معمولي
نخستين,,1.0,بسيار نادر
ندا,,1.0,پركاربرد
نديم,1.0,,بسيار نادر
نديمه,,1.0,معمولي
نرجس,,1.0,پركاربرد
نرجس,,1.0,پركاربرد
نرجس خاتون,,1.0,معمولي
نرداگشسپ,1.0,,بسيار نادر
نرسا,,1.0,بسيار نادر
نرسي,1.0,,بسيار نادر
نرگس,,1.0,پركاربرد
نرمين,,1.0,بسيار نادر
نريمان,1.0,,معمولي
نزهت,1.0,1.0,بسيار نادر
نسا,,1.0,بسيار نادر
نساك,,1.0,بسيار نادر
نستار,1.0,,بسيار نادر
نستر,,1.0,بسيار نادر
نسترن,,1.0,پركاربرد
نستود,1.0,,بسيار نادر
نستوه,1.0,,معمولي
نستهين,1.0,,بسيار نادر
نسرين,,1.0,معمولي
نسرين مهر,,1.0,بسيار نادر
نسرين نوش,,1.0,بسيار نادر
نسيبه,,1.0,معمولي
نسيم,,1.0,معمولي
نشاط,1.0,,معمولي
نشميل,,1.0,بسيار نادر
نشواد,1.0,,بسيار نادر
نصر,1.0,,معمولي
نصرالدين,1.0,,بسيار نادر
نصرالله,1.0,,معمولي
نصرت,1.0,1.0,معمولي
نصرت الله,1.0,,معمولي
نصيبه,,1.0,معمولي
نصير,1.0,,معمولي
نصيرا,1.0,,معمولي
نصيرالدين,1.0,,معمولي
نضير,1.0,,بسيار نادر
نظاره,,1.0,بسيار نادر
نظام,1.0,,معمولي
نظام الدين,1.0,,معمولي
نظام الملك,1.0,,بسيار نادر
نظرعلي,1.0,,بسيار نادر
نعمان,1.0,,معمولي
نعمت,1.0,,معمولي
نعمت الله,1.0,,معمولي
نعنا,,1.0,بسيار نادر
نعناع,,1.0,بسيار نادر
نعيم,1.0,,معمولي
نعيم الدين,1.0,,معمولي
نعيما,1.0,,معمولي
نغمه,,1.0,معمولي
نفس,1.0,1.0,معمولي
نفيسا,,1.0,معمولي
نفيسه,,1.0,معمولي
نقدعلي,1.0,,بسيار نادر
نقره,,1.0,معمولي
نقي,1.0,,معمولي
